3_male_25, 25, 3, 1, 1
3, 25, 3, 6, 1
3, 25, 3, 11, 2
3, 25, 3, 10, 2
3, 25, 3, 9, 2
3, 25, 3, 8, 2
3, 25, 3, 7, 2
3, 25, 3, 6, 2
3, 25, 3, 5, 2
3, 25, 3, 4, 2
3, 25, 3, 3, 2
3, 25, 3, 2, 1
3, 25, 3, 3, 2
3, 25, 3, 2, 1
3, 25, 3, 7, 3
3, 25, 3, 12, 3
3, 25, 3, 17, 3
3, 25, 3, 22, 3
3, 25, 3, 27, 3
3, 25, 3, 32, 3
3, 25, 3, 37, 3
3, 25, 3, 42, 3
3, 25, 3, 47, 3
3, 25, 3, 52, 3
3, 25, 3, 57, 3
3, 25, 3, 62, 3
3, 25, 3, 67, 3
3, 25, 3, 72, 3
3, 25, 3, 77, 3
3, 25, 3, 82, 3
3, 25, 3, 97, 3
3, 25, 3, 112, 3
3, 25, 3, 127, 3
3, 25, 3, 142, 3
3, 25, 3, 152, 3
3, 25, 3, 187, 3
3, 25, 3, 197, 3
3, 25, 3, 200, 3
3, 32, 5, 1, 1
3, 32, 5, 6, 2
3, 32, 5, 5, 2
3, 32, 5, 4, 2
3, 32, 5, 3, 2
3, 32, 5, 2, 1
3, 32, 5, 3, 2
3, 32, 5, 2, 1
3, 32, 5, 3, 2
3, 32, 5, 83, 3
3, 32, 5, 113, 3
3, 32, 5, 138, 3
3, 32, 5, 163, 3
3, 32, 5, 168, 3
3, 32, 5, 193, 3
3, 32, 5, 200, 3
3, 36, 4, 1, 1
3, 36, 4, 6, 1
3, 36, 4, 11, 2
3, 36, 4, 10, 2
3, 36, 4, 9, 2
3, 36, 4, 9, 2
3, 36, 4, 8, 2
3, 36, 4, 8, 2
3, 36, 4, 6, 2
3, 36, 4, 3, 2
3, 36, 4, 2, 2
3, 36, 4, 1, 2
3, 36, 4, 6, 4
3, 19, 2, 1, 1
3, 19, 2, 6, 1
3, 19, 2, 11, 1
3, 19, 2, 16, 1
3, 19, 2, 21, 2
3, 19, 2, 20, 2
3, 19, 2, 15, 2
3, 19, 2, 10, 1
3, 19, 2, 11, 1
3, 19, 2, 11, 1
3, 19, 2, 12, 1
3, 19, 2, 13, 1
3, 19, 2, 14, 1
3, 19, 2, 15, 1
3, 19, 2, 16, 2
3, 19, 2, 21, 2
3, 19, 2, 20, 2
3, 19, 2, 19, 2
3, 19, 2, 19, 2
3, 19, 2, 18, 2
3, 19, 2, 17, 1
3, 19, 2, 18, 2
3, 19, 2, 17, 1
3, 19, 2, 22, 3
3, 19, 2, 32, 3
3, 19, 2, 32, 3
3, 19, 2, 52, 3
3, 19, 2, 52, 3
3, 19, 2, 67, 3
3, 19, 2, 77, 3
3, 19, 2, 87, 3
3, 19, 2, 97, 3
3, 19, 2, 107, 3
3, 19, 2, 117, 3
3, 19, 2, 137, 3
3, 19, 2, 152, 3
3, 19, 2, 162, 3
3, 19, 2, 172, 3
3, 19, 2, 182, 3
3, 19, 2, 192, 3
3, 19, 2, 200, 3
3, 19, 1, 1, 2
3, 19, 1, 2, 1
3, 19, 1, 7, 1
3, 19, 1, 12, 1
3, 19, 1, 17, 2
3, 19, 1, 16, 2
3, 19, 1, 15, 2
3, 19, 1, 14, 2
3, 19, 1, 13, 2
3, 19, 1, 12, 1
3, 19, 1, 13, 2
3, 19, 1, 12, 1
3, 19, 1, 13, 2
3, 19, 1, 23, 3
3, 19, 1, 38, 3
3, 19, 1, 68, 3
3, 19, 1, 98, 3
3, 19, 1, 133, 3
3, 19, 1, 163, 3
3, 19, 1, 193, 3
3, 19, 1, 200, 3
3, 36, 6, 1, 2
3, 36, 6, 6, 2
3, 36, 6, 1, 2
3, 36, 6, 1, 2
3, 36, 6, 6, 3
3, 36, 6, 26, 3
3, 36, 6, 51, 3
3, 36, 6, 86, 4
3, 36, 6, 61, 4
3, 36, 6, 46, 3
3, 36, 6, 51, 4
3, 36, 6, 46, 4
3, 36, 6, 41, 4
3, 36, 6, 31, 3
3, 36, 6, 36, 4
3, 36, 6, 31, 4
3, 36, 6, 26, 4
3, 36, 6, 21, 3
3, 36, 6, 26, 3
3, 36, 6, 31, 4
